STATION,date,DEPTH,LAYER,PARAMETER,AvgValue,LAB,METHOD,PROBLEM,TOTAL_DEPTH
TF1.6,8/18/2009,3,AP,SALINITY,1.56,,F01,,6.5
TF1.6,8/18/2009,5,B,CHLA,22.96,MDHMH,L01,,6.5
TF1.6,8/18/2009,5,B,SALINITY,1.62,,F01,,6.5
TF1.6,9/10/2009,0.5,S,CHLA,8.54,MDHMH,L01,,6.5
TF1.6,9/10/2009,0.5,S,SALINITY,1.33,,F01,,6.5
TF1.6,9/10/2009,1,M,SALINITY,1.33,,F01,,6.5
TF1.6,9/10/2009,2,M,SALINITY,1.34,,F01,,6.5
TF1.6,9/10/2009,3,AP,CHLA,8.54,MDHMH,L01,,6.5
TF1.6,9/10/2009,3,AP,SALINITY,1.34,,F01,,6.5
TF1.6,9/10/2009,5,B,CHLA,9.61,MDHMH,L01,,6.5
TF1.6,9/10/2009,5,B,SALINITY,1.39,,F01,,6.5
TF1.6,10/7/2009,0.5,S,CHLA,12.82,MDHMH,L01,,6.5
TF1.6,10/7/2009,0.5,S,SALINITY,1.06,,F01,,6.5
TF1.6,10/7/2009,1,M,SALINITY,1.06,,F01,,6.5
TF1.6,10/7/2009,2,M,SALINITY,1.06,,F01,,6.5
TF1.6,10/7/2009,3,AP,CHLA,12.28,MDHMH,L01,,6.5
TF1.6,10/7/2009,3,AP,SALINITY,1.01,,F01,,6.5
TF1.6,10/7/2009,5,B,CHLA,10.68,MDHMH,L01,,6.5
TF1.6,10/7/2009,5,B,SALINITY,1.01,,F01,,6.5
TF1.6,11/5/2009,0.5,S,CHLA,3.2,MDHMH,L01,,6.5
TF1.6,11/5/2009,0.5,S,SALINITY,0,,F01,,6.5
TF1.6,11/5/2009,1,M,SALINITY,0,,F01,,6.5
TF1.6,11/5/2009,2,M,SALINITY,0,,F01,,6.5
TF1.6,11/5/2009,3,AP,CHLA,4.27,MDHMH,L01,,6.5
TF1.6,11/5/2009,3,AP,SALINITY,0,,F01,,6.5
TF1.6,11/5/2009,5,B,CHLA,4.27,MDHMH,L01,,6.5
TF1.6,11/5/2009,5,B,SALINITY,0,,F01,,6.5
TF1.6,12/3/2009,0.5,S,CHLA,0.53,MDHMH,L01,,6.5
TF1.6,12/3/2009,0.5,S,SALINITY,0,,F01,,6.5
TF1.6,12/3/2009,1,M,SALINITY,0,,F01,,6.5
TF1.6,12/3/2009,2,M,SALINITY,0,,F01,,6.5
TF1.6,12/3/2009,3,AP,CHLA,0.53,MDHMH,L01,,6.5
TF1.6,12/3/2009,3,AP,SALINITY,0,,F01,,6.5
TF1.6,12/3/2009,5,B,CHLA,0.53,MDHMH,L01,,6.5
TF1.6,12/3/2009,5,B,SALINITY,0,,F01,,6.5
TF1.6,1/19/2010,0.5,S,CHLA,2.14,MDHMH,L01,,6.5
TF1.6,1/19/2010,0.5,S,SALINITY,0,,F01,,6.5
TF1.6,1/19/2010,1,M,SALINITY,0,,F01,,6.5
TF1.6,1/19/2010,2,M,SALINITY,0,,F01,,6.5
TF1.6,1/19/2010,3,AP,CHLA,4.27,MDHMH,L01,,6.5
TF1.6,1/19/2010,3,AP,SALINITY,0,,F01,,6.5
TF1.6,1/19/2010,5,B,CHLA,3.74,MDHMH,L01,,6.5
TF1.6,1/19/2010,5,B,SALINITY,0,,F01,,6.5
TF1.6,2/16/2010,0.5,S,CHLA,3.2,MDHMH,L01,,6
TF1.6,2/16/2010,0.5,S,SALINITY,0.05,,F01,,6
TF1.6,2/16/2010,1,M,SALINITY,0.05,,F01,,6
TF1.6,2/16/2010,2,M,SALINITY,0.05,,F01,,6
TF1.6,2/16/2010,3,AP,CHLA,3.2,MDHMH,L01,,6
TF1.6,2/16/2010,3,AP,SALINITY,0.05,,F01,,6
TF1.6,2/16/2010,5,B,CHLA,3.74,MDHMH,L01,,6
TF1.6,2/16/2010,5,B,SALINITY,0.05,,F01,,6
TF1.6,3/22/2010,0.5,S,CHLA,2.14,MDHMH,L01,,7
TF1.6,3/22/2010,0.5,S,SALINITY,0,,F01,,7
TF1.6,3/22/2010,1,M,SALINITY,0,,F01,,7
TF1.6,3/22/2010,2,M,SALINITY,0,,F01,,7
TF1.6,3/22/2010,3,AP,CHLA,2.67,MDHMH,L01,,7
TF1.6,3/22/2010,3,AP,SALINITY,0,,F01,,7
TF1.6,3/22/2010,6,B,CHLA,2.67,MDHMH,L01,,7
TF1.6,3/22/2010,6,B,SALINITY,0,,F01,,7
TF1.6,4/19/2010,0.5,S,CHLA,10.15,MDHMH,L01,,6.5
TF1.6,4/19/2010,0.5,S,SALINITY,0,,F01,,6.5
TF1.6,4/19/2010,1,M,SALINITY,0,,F01,,6.5
TF1.6,4/19/2010,2,M,SALINITY,0,,F01,,6.5
TF1.6,4/19/2010,3,AP,CHLA,10.68,MDHMH,L01,,6.5
TF1.6,4/19/2010,3,AP,SALINITY,0,,F01,,6.5
TF1.6,4/19/2010,5,B,CHLA,12.82,MDHMH,L01,,6.5
TF1.6,4/19/2010,5,B,SALINITY,0,,F01,,6.5
TF1.6,5/17/2010,0.5,S,CHLA,17.09,MDHMH,L01,,7
TF1.6,5/17/2010,0.5,S,SALINITY,0,,F01,,7
TF1.6,5/17/2010,1,M,SALINITY,0,,F01,,7
TF1.6,5/17/2010,2,M,SALINITY,0,,F01,,7
TF1.6,5/17/2010,3,AP,CHLA,17.62,MDHMH,L01,,7
TF1.6,5/17/2010,3,AP,SALINITY,0,,F01,,7
TF1.6,5/17/2010,6,B,CHLA,23.5,MDHMH,L01,,7
TF1.6,5/17/2010,6,B,SALINITY,0,,F01,,7
TF1.6,6/10/2010,0.5,S,CHLA,14.42,MDHMH,L01,,6.5
TF1.6,6/10/2010,0.5,S,SALINITY,0.18,,F01,,6.5
TF1.6,6/10/2010,1,M,SALINITY,0.18,,F01,,6.5
TF1.6,6/10/2010,2,M,SALINITY,0.18,,F01,,6.5
TF1.6,6/10/2010,3,AP,CHLA,12.82,MDHMH,L01,,6.5
TF1.6,6/10/2010,3,AP,SALINITY,0.18,,F01,,6.5
TF1.6,6/10/2010,5,B,CHLA,13.88,MDHMH,L01,,6.5
TF1.6,6/10/2010,5,B,SALINITY,0.24,,F01,,6.5
TF1.6,7/8/2010,0.5,S,CHLA,22.43,MDHMH,L01,,6.5
TF1.6,7/8/2010,0.5,S,SALINITY,3.35,,F01,,6.5
TF1.6,7/8/2010,1,M,SALINITY,3.35,,F01,,6.5
TF1.6,7/8/2010,2,M,SALINITY,3.35,,F01,,6.5
TF1.6,7/8/2010,3,AP,CHLA,24.56,MDHMH,L01,,6.5
TF1.6,7/8/2010,3,AP,SALINITY,3.35,,F01,,6.5
TF1.6,7/8/2010,5,B,CHLA,23.5,MDHMH,L01,,6.5
TF1.6,7/8/2010,5,B,SALINITY,3.47,,F01,,6.5
TF1.6,8/9/2010,0.5,S,CHLA,24.03,MDHMH,L01,,6.5
TF1.6,8/9/2010,0.5,S,SALINITY,2.25,,F01,,6.5
TF1.6,8/9/2010,1,M,SALINITY,2.24,,F01,,6.5
TF1.6,8/9/2010,2,M,SALINITY,2.24,,F01,,6.5
TF1.6,8/9/2010,3,AP,CHLA,21.36,MDHMH,L01,,6.5
TF1.6,8/9/2010,3,AP,SALINITY,2.24,,F01,,6.5
TF1.6,8/9/2010,5,B,CHLA,17.62,MDHMH,L01,,6.5
TF1.6,8/9/2010,5,B,SALINITY,2.31,,F01,,6.5
TF1.6,9/9/2010,0.5,S,CHLA,21.36,MDHMH,L01,,6.5
TF1.6,9/9/2010,0.5,S,SALINITY,1.79,,F01,,6.5
TF1.6,9/9/2010,1,M,SALINITY,1.79,,F01,,6.5
TF1.6,9/9/2010,2,M,SALINITY,1.85,,F01,,6.5
TF1.6,9/9/2010,3,AP,CHLA,20.29,MDHMH,L01,,6.5
TF1.6,9/9/2010,3,AP,SALINITY,1.91,,F01,,6.5
TF1.6,9/9/2010,5,B,CHLA,21.36,MDHMH,L01,,6.5
TF1.6,9/9/2010,5,B,SALINITY,1.91,,F01,,6.5
TF1.6,10/7/2010,0.5,S,CHLA,4.81,MDHMH,L01,,7
TF1.6,10/7/2010,0.5,S,SALINITY,0,,F01,,7
TF1.6,10/7/2010,1,M,SALINITY,0,,F01,,7
TF1.6,10/7/2010,2,M,SALINITY,0,,F01,,7
TF1.6,10/7/2010,3,AP,CHLA,4.27,MDHMH,L01,,7
TF1.6,10/7/2010,3,AP,SALINITY,0,,F01,,7
TF1.6,10/7/2010,6,B,CHLA,5.34,MDHMH,L01,,7
TF1.6,10/7/2010,6,B,SALINITY,0,,F01,,7
TF1.6,11/8/2010,0.5,S,CHLA,4.27,MDHMH,L01,,6
TF1.6,11/8/2010,0.5,S,SALINITY,0,,F01,,6
TF1.6,11/8/2010,1,M,SALINITY,0,,F01,,6
TF1.6,11/8/2010,2,M,SALINITY,0,,F01,,6
TF1.6,11/8/2010,3,AP,CHLA,4.27,MDHMH,L01,,6
TF1.6,11/8/2010,3,AP,SALINITY,0,,F01,,6
TF1.6,11/8/2010,5,B,CHLA,4,MDHMH,L01,,6
TF1.6,11/8/2010,5,B,SALINITY,0,,F01,,6
TF1.6,12/7/2010,0.5,S,CHLA,3.2,MDHMH,L01,,6
TF1.6,12/7/2010,0.5,S,SALINITY,0,,F01,,6
TF1.6,12/7/2010,1,M,SALINITY,0,,F01,,6
TF1.6,12/7/2010,2,M,SALINITY,0,,F01,,6
TF1.6,12/7/2010,3,AP,CHLA,3.2,MDHMH,L01,,6
TF1.6,12/7/2010,3,AP,SALINITY,0,,F01,,6
TF1.6,12/7/2010,5,B,CHLA,3.74,MDHMH,L01,,6
TF1.6,12/7/2010,5,B,SALINITY,0,,F01,,6
TF1.6,1/6/2011,0.5,S,CHLA,2.67,MDHMH,L01,,6.5
TF1.6,1/6/2011,0.5,S,SALINITY,0.6,,F01,,6.5
TF1.6,1/6/2011,1,M,SALINITY,0.6,,F01,,6.5
TF1.6,1/6/2011,2,M,SALINITY,0.61,,F01,,6.5
TF1.6,1/6/2011,3,AP,CHLA,1.6,MDHMH,L01,,6.5
TF1.6,1/6/2011,3,AP,SALINITY,0.61,,F01,,6.5
TF1.6,1/6/2011,5,B,CHLA,2.67,MDHMH,L01,,6.5
TF1.6,1/6/2011,5,B,SALINITY,0.63,,F01,,6.5
TF1.6,2/3/2011,0.5,S,CHLA,2.67,MDHMH,L01,,6
TF1.6,2/3/2011,0.5,S,SALINITY,0.18,,F01,,6
TF1.6,2/3/2011,1,M,SALINITY,0.18,,F01,,6
TF1.6,2/3/2011,2,M,SALINITY,0.18,,F01,,6
TF1.6,2/3/2011,3,AP,CHLA,3.2,MDHMH,L01,,6
TF1.6,2/3/2011,3,AP,SALINITY,0.18,,F01,,6
TF1.6,2/3/2011,5,B,CHLA,4.27,MDHMH,L01,,6
TF1.6,2/3/2011,5,B,SALINITY,0.18,,F01,,6
TF1.6,3/7/2011,0.5,S,CHLA,4.27,MDHMH,L01,,6.5
TF1.6,3/7/2011,0.5,S,SALINITY,0.05,,F01,,6.5
TF1.6,3/7/2011,1,M,SALINITY,0.05,,F01,,6.5
TF1.6,3/7/2011,2,M,SALINITY,0.05,,F01,,6.5
TF1.6,3/7/2011,3,AP,CHLA,5.34,MDHMH,L01,,6.5
TF1.6,3/7/2011,3,AP,SALINITY,0.05,,F01,,6.5
TF1.6,3/7/2011,5,B,CHLA,5.34,MDHMH,L01,,6.5
TF1.6,3/7/2011,5,B,SALINITY,0.05,,F01,,6.5
TF1.6,4/4/2011,0.5,S,CHLA,11.75,MDHMH,L01,,6.5
TF1.6,4/4/2011,0.5,S,SALINITY,0,,F01,,6.5
TF1.6,4/4/2011,1,M,SALINITY,0,,F01,,6.5
TF1.6,4/4/2011,2,M,SALINITY,0,,F01,,6.5
TF1.6,4/4/2011,3,AP,CHLA,11.75,MDHMH,L01,,6.5
TF1.6,4/4/2011,3,AP,SALINITY,0,,F01,,6.5
TF1.6,4/4/2011,5,B,CHLA,12.28,MDHMH,L01,,6.5
TF1.6,4/4/2011,5,B,SALINITY,0,,F01,,6.5
TF1.6,5/2/2011,0.5,S,CHLA,36.31,MDHMH,L01,,6.5
TF1.6,5/2/2011,0.5,S,SALINITY,0,,F01,,6.5
TF1.6,5/2/2011,1,M,SALINITY,0,,F01,,6.5
TF1.6,5/2/2011,2,M,SALINITY,0,,F01,,6.5
TF1.6,5/2/2011,3,AP,CHLA,36.85,MDHMH,L01,,6.5
TF1.6,5/2/2011,3,AP,SALINITY,0,,F01,,6.5
TF1.6,5/2/2011,5,B,CHLA,35.24,MDHMH,L01,,6.5
TF1.6,5/2/2011,5,B,SALINITY,0,,F01,,6.5
TF1.6,6/13/2011,0.5,S,CHLA,11.21,MDHMH,L01,,8.2
TF1.6,6/13/2011,0.5,S,SALINITY,0.41,,F01,,8.2
TF1.6,6/13/2011,1,M,SALINITY,0.41,,F01,,8.2
TF1.6,6/13/2011,2,M,SALINITY,0.41,,F01,,8.2
TF1.6,6/13/2011,3,AP,CHLA,11.21,MDHMH,L01,,8.2
TF1.6,6/13/2011,3,AP,SALINITY,0.41,,F01,,8.2
TF1.6,6/13/2011,6,M,SALINITY,0.41,,F01,,8.2
TF1.6,6/13/2011,7,B,CHLA,11.75,MDHMH,L01,,8.2
TF1.6,6/13/2011,7,B,SALINITY,0.41,,F01,,8.2
TF1.6,7/14/2011,0.5,S,CHLA,35.24,MDHMH,L01,,6.5
TF1.6,7/14/2011,0.5,S,SALINITY,0.29,,F01,,6.5
TF1.6,7/14/2011,1,M,SALINITY,0.29,,F01,,6.5
TF1.6,7/14/2011,2,M,SALINITY,0.29,,F01,,6.5
TF1.6,7/14/2011,3,AP,CHLA,29.9,MDHMH,L01,,6.5
TF1.6,7/14/2011,3,AP,SALINITY,0.29,,F01,,6.5
TF1.6,7/14/2011,5,B,CHLA,28.84,MDHMH,L01,,6.5
TF1.6,7/14/2011,5,B,SALINITY,0.35,,F01,,6.5
TF1.6,8/16/2011,0.5,S,CHLA,42.72,MDHMH,L01,,7
TF1.6,8/16/2011,0.5,S,SALINITY,0.79,,F01,,7
TF1.6,8/16/2011,1,M,SALINITY,0.79,,F01,,7
TF1.6,8/16/2011,2,M,SALINITY,0.79,,F01,,7
TF1.6,8/16/2011,3,AP,CHLA,44.32,MDHMH,L01,,7
TF1.6,8/16/2011,3,AP,SALINITY,0.84,,F01,,7
TF1.6,8/16/2011,6,B,CHLA,38.72,MDHMH,L01,,7
TF1.6,8/16/2011,6,B,SALINITY,0.84,,F01,,7
TF1.6,9/13/2011,0.5,S,CHLA,6.41,CBL,L01,,6.5
TF1.6,9/13/2011,0.5,S,SALINITY,0,,F01,,6.5
TF1.6,9/13/2011,1,M,SALINITY,0,,F01,,6.5
TF1.6,9/13/2011,2,M,SALINITY,0,,F01,,6.5
TF1.6,9/13/2011,3,AP,CHLA,4.81,CBL,L01,,6.5
TF1.6,9/13/2011,3,AP,SALINITY,0,,F01,,6.5
TF1.6,9/13/2011,5,B,CHLA,4.27,CBL,L01,,6.5
TF1.6,9/13/2011,5,B,SALINITY,0,,F01,,6.5
TF1.6,10/13/2011,0.5,S,CHLA,8.54,CBL,L01,,7
TF1.6,10/13/2011,0.5,S,SALINITY,0.07,,F01,,7
TF1.6,10/13/2011,1,M,SALINITY,0.07,,F01,,7
TF1.6,10/13/2011,2,M,SALINITY,0.07,,F01,,7
TF1.6,10/13/2011,3,AP,CHLA,8.01,CBL,L01,,7
TF1.6,10/13/2011,3,AP,SALINITY,0.07,,F01,,7
TF1.6,10/13/2011,6,B,CHLA,8.01,CBL,L01,,7
TF1.6,10/13/2011,6,B,SALINITY,0.07,,F01,,7
TF1.6,11/10/2011,0.5,S,CHLA,3.74,CBL,L01,,7
TF1.6,11/10/2011,0.5,S,SALINITY,0,,F01,,7
TF1.6,11/10/2011,1,M,SALINITY,0,,F01,,7
TF1.6,11/10/2011,2,M,SALINITY,0,,F01,,7
TF1.6,11/10/2011,3,AP,CHLA,4.27,CBL,L01,,7
TF1.6,11/10/2011,3,AP,SALINITY,0,,F01,,7
TF1.6,11/10/2011,6,B,CHLA,4.27,CBL,L01,,7
TF1.6,11/10/2011,6,B,SALINITY,0,,F01,,7
TF1.6,12/5/2011,0.5,S,CHLA,2.14,CBL,L01,,7
TF1.6,12/5/2011,0.5,S,SALINITY,0,,F01,,7
TF1.6,12/5/2011,1,M,SALINITY,0,,F01,,7
TF1.6,12/5/2011,2,M,SALINITY,0,,F01,,7
TF1.6,12/5/2011,3,AP,CHLA,2.14,CBL,L01,,7
TF1.6,12/5/2011,3,AP,SALINITY,0,,F01,,7
TF1.6,12/5/2011,6,B,CHLA,2.67,CBL,L01,,7
TF1.6,12/5/2011,6,B,SALINITY,0,,F01,,7
TF1.6,1/17/2012,0.5,S,CHLA,6.41,CBL,L01,,7.5
TF1.6,1/17/2012,0.5,S,SALINITY,0,,F01,,7.5
TF1.6,1/17/2012,1,M,SALINITY,0,,F01,,7.5
TF1.6,1/17/2012,2,M,SALINITY,0,,F01,,7.5
TF1.6,1/17/2012,3,AP,CHLA,6.41,CBL,L01,,7.5
TF1.6,1/17/2012,3,AP,SALINITY,0,,F01,,7.5
TF1.6,1/17/2012,6,B,CHLA,5.34,CBL,L01,,7.5
TF1.6,1/17/2012,6,B,SALINITY,0,,F01,,7.5
TF1.6,2/8/2012,0.5,S,CHLA,10.32,CBL,L01,,6.5
TF1.6,2/8/2012,0.5,S,SALINITY,0,,F01,,6.5
TF1.6,2/8/2012,1,M,SALINITY,0,,F01,,6.5
TF1.6,2/8/2012,2,M,SALINITY,0,,F01,,6.5
TF1.6,2/8/2012,3,AP,CHLA,10.32,CBL,L01,,6.5
TF1.6,2/8/2012,3,AP,SALINITY,0,,F01,,6.5
TF1.6,2/8/2012,5,B,CHLA,10.32,CBL,L01,,6.5
TF1.6,2/8/2012,5,B,SALINITY,0,,F01,,6.5
TF1.6,3/8/2012,0.5,S,CHLA,8.01,CBL,L01,,6.5
TF1.6,3/8/2012,0.5,S,SALINITY,0,,F01,,6.5
TF1.6,3/8/2012,1,M,SALINITY,0,,F01,,6.5
TF1.6,3/8/2012,2,M,SALINITY,0,,F01,,6.5
TF1.6,3/8/2012,3,AP,CHLA,8.01,CBL,L01,,6.5
TF1.6,3/8/2012,3,AP,SALINITY,0,,F01,,6.5
TF1.6,3/8/2012,5,B,CHLA,8.54,CBL,L01,,6.5
TF1.6,3/8/2012,5,B,SALINITY,0,,F01,,6.5
TF1.6,4/5/2012,0.5,S,CHLA,48.06,CBL,L01,,7
TF1.6,4/5/2012,0.5,S,SALINITY,0,,F01,,7
TF1.6,4/5/2012,1,M,SALINITY,0,,F01,,7
TF1.6,4/5/2012,2,M,SALINITY,0,,F01,,7
TF1.6,4/5/2012,3,AP,CHLA,50.73,CBL,L01,,7
TF1.6,4/5/2012,3,AP,SALINITY,0,,F01,,7
TF1.6,4/5/2012,6,B,CHLA,50.73,CBL,L01,,7
TF1.6,4/5/2012,6,B,SALINITY,0,,F01,,7
TF1.6,5/8/2012,0.5,S,CHLA,31.51,CBL,L01,,8.2
TF1.6,5/8/2012,0.5,S,SALINITY,1.01,,F01,,8.2
TF1.6,5/8/2012,1,M,SALINITY,1.01,,F01,,8.2
TF1.6,5/8/2012,2,M,SALINITY,1.01,,F01,,8.2
TF1.6,5/8/2012,3,AP,CHLA,31.51,CBL,L01,,8.2
TF1.6,5/8/2012,3,AP,SALINITY,1.01,,F01,,8.2
TF1.6,5/8/2012,7,B,CHLA,39.52,CBL,L01,,8.2
TF1.6,5/8/2012,7,B,SALINITY,1.06,,F01,,8.2
TF1.6,6/11/2012,0.5,S,CHLA,27.77,CBL,L01,,6.9
TF1.6,6/11/2012,0.5,S,SALINITY,3.27,,F01,,6.9
TF1.6,6/11/2012,1,M,SALINITY,3.27,,F01,,6.9
TF1.6,6/11/2012,2,M,SALINITY,3.3,,F01,,6.9
TF1.6,6/11/2012,3,AP,CHLA,27.23,CBL,L01,,6.9
TF1.6,6/11/2012,3,AP,SALINITY,3.33,,F01,,6.9
TF1.6,6/11/2012,5,B,CHLA,26.7,CBL,L01,,6.9
TF1.6,6/11/2012,5,B,SALINITY,3.33,,F01,,6.9
TF1.6,7/2/2012,0.5,S,CHLA,20.83,CBL,L01,,7
TF1.6,7/2/2012,0.5,S,SALINITY,1.85,,F01,,7
TF1.6,7/2/2012,1,M,SALINITY,1.85,,F01,,7
TF1.6,7/2/2012,2,M,SALINITY,1.85,,F01,,7
TF1.6,7/2/2012,3,AP,CHLA,20.29,CBL,L01,,7
TF1.6,7/2/2012,3,AP,SALINITY,1.85,,F01,,7
TF1.6,7/2/2012,6,B,CHLA,22.43,CBL,L01,,7
TF1.6,7/2/2012,6,B,SALINITY,1.91,,F01,,7
TF1.6,8/2/2012,0.5,S,CHLA,37.38,CBL,L01,,6.5
TF1.6,8/2/2012,0.5,S,SALINITY,2.07,,F01,,6.5
TF1.6,8/2/2012,1,M,SALINITY,2.07,,F01,,6.5
TF1.6,8/2/2012,2,M,SALINITY,2.07,,F01,,6.5
TF1.6,8/2/2012,3,AP,CHLA,37.38,CBL,L01,,6.5
TF1.6,8/2/2012,3,AP,SALINITY,2.07,,F01,,6.5
TF1.6,8/2/2012,5,B,CHLA,35.24,CBL,L01,,6.5
TF1.6,8/2/2012,5,B,SALINITY,2.12,,F01,,6.5
TF1.6,9/4/2012,0.5,S,CHLA,41.12,CBL,L01,,6.5
TF1.6,9/4/2012,0.5,S,SALINITY,2.46,,F01,,6.5
TF1.6,9/4/2012,1,M,SALINITY,2.48,,F01,,6.5
TF1.6,9/4/2012,2,M,SALINITY,2.49,,F01,,6.5
TF1.6,9/4/2012,3,AP,CHLA,40.05,CBL,L01,,6.5
TF1.6,9/4/2012,3,AP,SALINITY,2.5,,F01,,6.5
TF1.6,9/4/2012,5,B,CHLA,40.05,CBL,L01,,6.5
TF1.6,9/4/2012,5,B,SALINITY,2.5,,F01,,6.5
TF1.6,10/1/2012,0.5,S,CHLA,27.06,CBL,L01,,7
TF1.6,10/1/2012,0.5,S,SALINITY,2.57,,F01,,7
TF1.6,10/1/2012,1,M,SALINITY,2.57,,F01,,7
TF1.6,10/1/2012,2,M,SALINITY,2.6,,F01,,7
TF1.6,10/1/2012,3,AP,CHLA,26.7,CBL,L01,,7
TF1.6,10/1/2012,3,AP,SALINITY,2.58,,F01,,7
TF1.6,10/1/2012,6,B,CHLA,24.56,CBL,L01,,7
TF1.6,10/1/2012,6,B,SALINITY,2.66,,F01,,7
TF1.6,11/1/2012,0.5,S,CHLA,4.27,CBL,L01,,7.5
TF1.6,11/1/2012,0.5,S,SALINITY,0,,F01,,7.5
TF1.6,11/1/2012,1,M,SALINITY,0,,F01,,7.5
TF1.6,11/1/2012,2,M,SALINITY,0,,F01,,7.5
TF1.6,11/1/2012,3,AP,CHLA,4.27,CBL,L01,,7.5
TF1.6,11/1/2012,3,AP,SALINITY,0,,F01,,7.5
TF1.6,11/1/2012,6,B,CHLA,4.27,CBL,L01,,7.5
TF1.6,11/1/2012,6,B,SALINITY,0,,F01,,7.5
TF1.6,12/3/2012,0.5,S,CHLA,7.48,CBL,L01,,8.5
TF1.6,12/3/2012,0.5,S,SALINITY,1.3,,F01,,8.5
TF1.6,12/3/2012,1,M,SALINITY,1.29,,F01,,8.5
TF1.6,12/3/2012,2,M,SALINITY,1.3,,F01,,8.5
TF1.6,12/3/2012,3,AP,CHLA,7.48,CBL,L01,,8.5
TF1.6,12/3/2012,3,AP,SALINITY,1.31,,F01,,8.5
TF1.6,12/3/2012,7,B,CHLA,7.48,CBL,L01,,8.5
TF1.6,12/3/2012,7,B,SALINITY,1.33,,F01,,8.5
TF1.6,1/7/2013,0.5,S,CHLA,2.85,CBL,L01,,7
TF1.6,1/7/2013,0.5,S,SALINITY,1.28,,F01,,7
TF1.6,1/7/2013,1,M,SALINITY,1.3,,F01,,7
TF1.6,1/7/2013,2,M,SALINITY,1.42,,F01,,7
TF1.6,1/7/2013,3,AP,CHLA,2.14,CBL,L01,,7
TF1.6,1/7/2013,3,AP,SALINITY,1.43,,F01,,7
TF1.6,1/7/2013,6,B,CHLA,2.67,CBL,L01,,7
TF1.6,1/7/2013,6,B,SALINITY,1.55,,F01,,7
TF1.6,2/4/2013,0.5,S,CHLA,6.41,CBL,L01,,7
TF1.6,2/4/2013,0.5,S,SALINITY,0,,F01,,7
TF1.6,2/4/2013,1,M,SALINITY,0,,F01,,7
TF1.6,2/4/2013,2,M,SALINITY,0,,F01,,7
TF1.6,2/4/2013,3,AP,CHLA,7.48,CBL,L01,,7
TF1.6,2/4/2013,3,AP,SALINITY,0,,F01,,7
TF1.6,2/4/2013,6,B,CHLA,9.61,CBL,L01,,7
TF1.6,2/4/2013,6,B,SALINITY,0,,F01,,7
TF1.6,3/12/2013,0.5,S,CHLA,4.81,CBL,L01,,7.5
TF1.6,3/12/2013,0.5,S,SALINITY,0.29,,F01,,7.5
TF1.6,3/12/2013,1,M,SALINITY,0.29,,F01,,7.5
TF1.6,3/12/2013,2,M,SALINITY,0.29,,F01,,7.5
TF1.6,3/12/2013,3,AP,CHLA,4.27,CBL,L01,,7.5
TF1.6,3/12/2013,3,AP,SALINITY,0.29,,F01,,7.5
TF1.6,3/12/2013,6,B,CHLA,4.81,CBL,L01,,7.5
TF1.6,3/12/2013,6,B,SALINITY,0.29,,F01,,7.5
TF1.6,4/11/2013,0.5,S,CHLA,7.48,CBL,L01,,6.5
TF1.6,4/11/2013,0.5,S,SALINITY,0.15,,F01,,6.5
TF1.6,4/11/2013,1,M,SALINITY,0.15,,F01,,6.5
TF1.6,4/11/2013,2,M,SALINITY,0.14,,F01,,6.5
TF1.6,4/11/2013,3,AP,CHLA,6.94,CBL,L01,,6.5
TF1.6,4/11/2013,3,AP,SALINITY,0.14,,F01,,6.5
TF1.6,4/11/2013,5,B,CHLA,8.01,CBL,L01,,6.5
TF1.6,4/11/2013,5,B,SALINITY,0.15,,F01,,6.5
TF1.6,6/10/2013,0.5,S,CHLA,13.35,CBL,L01,JJ,6.5
TF1.6,6/10/2013,0.5,S,SALINITY,0,,F01,,6.5
TF1.6,6/10/2013,1,M,SALINITY,0,,F01,,6.5
TF1.6,6/10/2013,2,M,SALINITY,0,,F01,,6.5
TF1.6,6/10/2013,3,AP,CHLA,11.21,CBL,L01,,6.5
TF1.6,6/10/2013,3,AP,SALINITY,0,,F01,,6.5
TF1.6,6/10/2013,5,B,CHLA,12.82,CBL,L01,,6.5
TF1.6,6/10/2013,5,B,SALINITY,0,,F01,,6.5
TF1.6,7/8/2013,0.5,S,CHLA,24.03,CBL,L01,,6.5
TF1.6,7/8/2013,0.5,S,SALINITY,0,,F01,,6.5
TF1.6,7/8/2013,1,M,SALINITY,0,,F01,,6.5
TF1.6,7/8/2013,2,M,SALINITY,0,,F01,,6.5
TF1.6,7/8/2013,3,AP,CHLA,18.69,CBL,L01,,6.5
TF1.6,7/8/2013,3,AP,SALINITY,0,,F01,,6.5
TF1.6,7/8/2013,5,B,CHLA,17.09,CBL,L01,,6.5
TF1.6,7/8/2013,5,B,SALINITY,0,,F01,,6.5
TF1.6,8/5/2013,0.5,S,CHLA,18.69,CBL,L01,,6.5
TF1.6,8/5/2013,0.5,S,SALINITY,0.48,,F01,,6.5
TF1.6,8/5/2013,1,M,SALINITY,0.48,,F01,,6.5
TF1.6,8/5/2013,2,M,SALINITY,0.48,,F01,,6.5
TF1.6,8/5/2013,3,AP,CHLA,20.29,CBL,L01,,6.5
TF1.6,8/5/2013,3,AP,SALINITY,0.48,,F01,,6.5
TF1.6,8/5/2013,5,B,CHLA,19.22,CBL,L01,,6.5
TF1.6,8/5/2013,5,B,SALINITY,0.5,,F01,,6.5
